Date,Time,Customer,PType,Type,QTY,Guide
01-Jan-19,08:00,Private,CSH,Children,3,
01-Jan-19,08:00,Private,CSH,Adults,23,
01-Jan-19,08:45,Bonisa Tours,VCH,Adults,10,Klaas
01-Jan-19,08:45,Live the Journey,VCH,Adults,17,Jaques
01-Jan-19,08:45,Private,CSH,Adults,2,
01-Jan-19,08:45,Private,CSH,Adults,2,
01-Jan-19,08:45,Tourvest Destination Management,VCH,Adults,17,Heidi
01-Jan-19,09:30,Carols Tours,CSH,Adults,10,Carol
01-Jan-19,09:30,Private,CSH,Adults,9,
01-Jan-19,09:30,Private,CSH,Adults,4,
01-Jan-19,09:30,Private,CSH,Adults,20,
01-Jan-19,09:30,Private,CSH,Adults,3,
01-Jan-19,09:30,Sharon Africa Travel (Pty) Ltd.,CSH,Adults,2,Cindy
01-Jan-19,09:30,Springbok Atlas,VCH,Adults,34,
01-Jan-19,10:15,Africa Incoming (Pty) Ltd,VCH,Adults,2,Priyanka 
01-Jan-19,10:15,ERM Tours (Pty) Ltd,VCH,Adults,1,Gavin 
01-Jan-19,10:15,Gem Tours & Travel,CSH,Adults,60,
01-Jan-19,10:15,Gem Tours & Travel,CSH,Adults,2,Deep
01-Jan-19,10:15,Gem Tours & Travel,CSH,Children,1,Deep
01-Jan-19,10:15,Hylton Ross Exclusive Touring,VCH,Adults,7,Robbie
01-Jan-19,10:15,Hylton Ross Exclusive Touring,VCH,Children,2,Robbie
01-Jan-19,10:15,Meljo,CSH,Children,2,Sydney
01-Jan-19,10:15,Meljo,CSH,Adults,4,Sydney
01-Jan-19,10:15,Private,CSH,Adults,6,
01-Jan-19,10:15,Travcare Holidays,VCH,Adults,2,Shabier
01-Jan-19,13:00,Travcare Holidays,VCH,Adults,2,Irfaan
01-Jan-19,15:00,CASUAL BOOKINGS,CSH,Children,1,
01-Jan-19,15:00,CASUAL BOOKINGS,CSH,Adults,3,
01-Jan-19,15:00,CITA,CSH,Adults,14,Ming
01-Jan-19,15:00,ERM Tours (Pty) Ltd,VCH,Children,1,Stanton
01-Jan-19,15:00,ERM Tours (Pty) Ltd,VCH,Adults,25,Stanton
01-Jan-19,15:00,Hylton Ross Exclusive Touring,CSH,Adults,5,Enrico 
01-Jan-19,15:00,Hylton Ross Exclusive Touring,VCH,Adults,2,Enrico 
01-Jan-19,15:00,MPUM: ta Quality Touring Services,VCH,Adults,1,Danie
01-Jan-19,15:00,MPUM: ta Quality Touring Services,VCH,Adults,1,Danie
01-Jan-19,16:00,Live the Journey,VCH,Children,3,Herman
01-Jan-19,16:00,Live the Journey,VCH,Adults,17,Herman
01-Jan-19,16:00,Private,CSH,Adults,2,
02-Jan-19,08:00,TOURISM THAT CARES,VCH,Adults,18,Luis
02-Jan-19,08:45,Easy Africa Tours,VCH,Adults,25,Wendy
02-Jan-19,08:45,ERM Tours (Pty) Ltd,VCH,Children,1,Konny
02-Jan-19,08:45,ERM Tours (Pty) Ltd,VCH,Adults,14,Konny
02-Jan-19,09:30,Africa Gazago,CSH,Adults,2,Ludy
02-Jan-19,09:30,Africa Gazago,CSH,Adults,13,Lee
02-Jan-19,09:30,ARNH,CSH,Adults,12,Brian
02-Jan-19,09:30,Day Trippers,CSH,Adults,4,Bill
02-Jan-19,09:30,Easy travel,CSH,Adults,4,Joy
02-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,7,Nathaniel
02-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,2,Sebastiao
02-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,5,Anna
02-Jan-19,09:30,MSR,CSH,Adults,22,Vinesh
02-Jan-19,10:15,Africa Tour Story,VCH,Adults,20,
02-Jan-19,10:15,Asian Sun,CSH,Adults,13,Lee
02-Jan-19,10:15,CASUAL BOOKINGS,CSH,Children,2,
02-Jan-19,10:15,CASUAL BOOKINGS,CSH,Adults,2,
02-Jan-19,10:15,Freelance Guides,CSH,Adults,5,Jongbe
02-Jan-19,10:15,Freelance Guides,CSH,Adults,2,Enrico
02-Jan-19,10:15,Gem Tours & Travel,CSH,Adults,27,Ivy
02-Jan-19,10:15,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,6,Ilaria
02-Jan-19,10:15,Merveilles,CSH,Adults,4,Mathieu
02-Jan-19,10:15,NZR Shuttle and Tours,CSH,Adults,2,Madeeg
02-Jan-19,10:15,SUDA CAPE,CSH,Adults,2,Suliman
02-Jan-19,11:10,Asian Sun,CSH,Adults,3,John
02-Jan-19,11:10,Freelance Guides,CSH,Adults,4,Wang
02-Jan-19,11:10,Gem Tours & Travel,CSH,Adults,6,Francisca
02-Jan-19,11:10,Gem Tours & Travel,CSH,Children,2,Francisca
02-Jan-19,13:00,CASUAL BOOKINGS,CSH,Adults,3,
02-Jan-19,15:00,Asian Sun,CSH,Adults,4,Gerald
02-Jan-19,15:00,Cape of Good Hope Tours,EFT,Adults,3,Magnus
02-Jan-19,15:00,CITA,CSH,Adults,13,Chloe
02-Jan-19,15:00,Edge Hotel,CSH,Adults,26,Charl
03-Jan-19,08:45,Adventure Cape Town,CSH,Adults,4,Ian
03-Jan-19,08:45,Easy Africa Tours,VCH,Children,4,Billy
03-Jan-19,08:45,Easy Africa Tours,VCH,Adults,25,Billy
03-Jan-19,08:45,Meljo,CSH,Children,3,Miguel
03-Jan-19,08:45,Meljo,CSH,Adults,19,Miguel
03-Jan-19,08:45,Paradise Tours,CSH,Children,1,Noel
03-Jan-19,08:45,Paradise Tours,CSH,Adults,4,Noel
03-Jan-19,09:30,CASUAL BOOKINGS,CSH,Adults,2,Shaun
03-Jan-19,09:30,CASUAL BOOKINGS,CSH,Children,5,Shaun
03-Jan-19,09:30,Day Trippers,CSH,Adults,11,Bill
03-Jan-19,09:30,Freelance Guides,CSH,Adults,2,Paul
03-Jan-19,09:30,Freelance Guides,CSH,Adults,2,Duncan
03-Jan-19,09:30,Freelance Guides,CSH,Children,3,Duncan
03-Jan-19,09:30,Freelance Guides,CSH,Adults,3,Wayne
03-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,8,Nathaniel
03-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Children,1,Nathaniel
03-Jan-19,10:15,CASUAL BOOKINGS,PRPD,Children,1,Bruck
03-Jan-19,10:15,CASUAL BOOKINGS,PRPD,Adults,3,Bruck
03-Jan-19,10:15,Freelance Guides,CSH,Children,1,Mike
03-Jan-19,10:15,Freelance Guides,CSH,Adults,6,Mike
03-Jan-19,10:15,Hana travel,CSH,Adults,3,Chung
03-Jan-19,10:15,IVENTURE,PRPD,Adults,2,
03-Jan-19,10:15,IVENTURE,PRPD,Children,2,
03-Jan-19,10:15,JT Tours,CSH,Adults,5,Jeremy
03-Jan-19,11:30,InterCape,CSH,Adults,2,Peter
03-Jan-19,11:30,InterCape,CSH,Children,2,Peter
03-Jan-19,14:00,CASUAL BOOKINGS,CSH,Children,2,
03-Jan-19,14:00,CASUAL BOOKINGS,CSH,Adults,2,
03-Jan-19,14:00,Donny Tours,CSH,Adults,2,Donovan
03-Jan-19,14:00,Hylton Ross Exclusive Touring,CSH,Adults,10,Mario
03-Jan-19,14:00,Jaret Tours,CSH,Adults,3,Johan
03-Jan-19,15:00,CASUAL BOOKINGS,CSH,Adults,4,
03-Jan-19,15:00,Live the Journey,VCH,Adults,18,Jaco
03-Jan-19,15:00,MPUM: ta Quality Touring Services,VCH,Adults,2,Danie
03-Jan-19,15:00,ORDO Tours,EFT,Adults,20,Shafiek
04-Jan-19,08:00,ORDO Tours,PRPD,Adults,20,Shafiek
04-Jan-19,08:45,CASUAL BOOKINGS,CSH,Adults,4,Marieka 
04-Jan-19,08:45,Conxion Tours,CSH,Adults,2,Danielle
04-Jan-19,08:45,I TRAVEL,CSH,Adults,2,Eugen
04-Jan-19,08:45,Meljo,CSH,Adults,12,Joepie
04-Jan-19,09:30,African Eagle,CSH,Adults,2,Sharol
04-Jan-19,09:30,Day Trippers,CSH,Adults,8,Bill
04-Jan-19,09:30,Hylton Ross Exclusive Touring,VCH,Adults,11,Suzette
04-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,8,Bryan
04-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,8,Vincenzo
04-Jan-19,09:30,SA Longway International Promotion (Pty),EFT,Adults,4,Nicky
04-Jan-19,10:15,Africa Tour Story,VCH,Adults,20,
04-Jan-19,10:15,KABURA TRAVEL,CSH,Adults,2,Gavin
04-Jan-19,10:15,Private,CSH,Adults,2,Mac
04-Jan-19,10:15,SUNNY BAE TOURS,CSH,Adults,8,Sunny
04-Jan-19,10:15,Windows Tours & Transfers,CSH,Adults,7,Jay
04-Jan-19,11:30,KABURA TRAVEL,CSH,Adults,5,Barnabas
04-Jan-19,11:30,Unicab,CSH,Adults,4,Andrew
04-Jan-19,14:15,ATS Shuttles,CSH,Adults,2,Angelo
04-Jan-19,14:15,Roots Africa,CSH,Adults,2,Ian
04-Jan-19,14:45,ATS Shuttles,CSH,Adults,2,Angelo
04-Jan-19,14:45,Roots Africa,CSH,Adults,2,Ian
04-Jan-19,15:15,Cape of Good Hope Tours,EFT,Adults,2,Rene
04-Jan-19,15:15,Cape of Good Hope Tours,INV,Adults,4,Magnus
04-Jan-19,15:15,CASUAL BOOKINGS,CSH,Adults,4,
04-Jan-19,16:45,Cullinan tours,CSH,Children,2,Ashley
04-Jan-19,16:45,Cullinan tours,CSH,Adults,10,Ashley
04-Jan-19,16:45,Hylton Ross Exclusive Touring,CSH,Adults,8,Bryan
04-Jan-19,16:45,KABURA TRAVEL,CSH,Adults,10,Francis
05-Jan-19,09:30,Galaxy Express,CSH,Children,2,Amy
05-Jan-19,09:30,Galaxy Express,CSH,Adults,2,Amy
05-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,6,Bradley
05-Jan-19,09:30,Hylton Ross Exclusive Touring,VCH,Adults,5,Vuyo
05-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,5,Maria
05-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,2,Franco
05-Jan-19,09:30,Oxford class tours,CSH,Adults,12,Shameer
05-Jan-19,09:30,Travcare Holidays,VCH,Adults,2,ZANE
05-Jan-19,09:30,Travcare Holidays,VCH,Children,2,ZANE
05-Jan-19,09:30,U2 Africa Travel,CSH,Adults,4,Noland
05-Jan-19,10:15,EDU Africa,CSH,Adults,31,Jeremy
05-Jan-19,10:15,Freelance Guides,CSH,Adults,1,Ebrahim
05-Jan-19,10:15,IVENTURE,CSH,Adults,4,
05-Jan-19,10:15,Zenith Travel,CSH,Adults,8,Anastacia
05-Jan-19,11:30,Enigma,CSH,Adults,3,Lesley
05-Jan-19,11:30,Enigma,CSH,Children,2,Lesley
05-Jan-19,11:30,KHAIRON'S TOURS,CSH,Adults,2,Khairun
05-Jan-19,11:30,SEA BREEZE,CSH,Children,3,Vivian
05-Jan-19,11:30,SEA BREEZE,CSH,Adults,2,Vivian
05-Jan-19,15:00,Cape of Good Hope Tours,INV,Adults,2,Rene
05-Jan-19,15:00,CITA,CSH,Adults,10,Alex
05-Jan-19,15:00,Freelance Guides,CSH,Adults,5,Mel
05-Jan-19,15:00,Freelance Guides,CSH,Children,3,Mel
05-Jan-19,15:00,Gem Tours & Travel,CSH,Adults,10,Francisca
05-Jan-19,15:00,KABURA TRAVEL,CSH,Children,2,Armand
05-Jan-19,15:00,KABURA TRAVEL,CSH,Adults,2,Armand
05-Jan-19,16:00,Compass Travel,CSH,Adults,11,Fazlie
05-Jan-19,16:00,Freelance Guides,CSH,Adults,4,Johan
05-Jan-19,16:00,KABURA TRAVEL,CSH,Adults,7,Francis
05-Jan-19,16:00,MPUM: ta Quality Touring Services,VCH,Adults,7,Clive
05-Jan-19,16:00,SA Time,CSH,Adults,19,Ada
06-Jan-19,08:45,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,2,James
06-Jan-19,08:45,SA Magic,EFT,Adults,19,
06-Jan-19,08:45,SA Magic,EFT,Adults,40,Wendy
06-Jan-19,09:30,Africa Tour Story,VCH,Adults,20,
06-Jan-19,09:30,CASUAL BOOKINGS,CSH,Children,2,
06-Jan-19,09:30,CASUAL BOOKINGS,CSH,Adults,4,
06-Jan-19,09:30,Day Trippers,CSH,Adults,5,Pedro
06-Jan-19,09:30,Freelance Guides,CSH,Adults,12,Chris
06-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,5,Marina
06-Jan-19,09:30,MPUM: ta Quality Touring Services,VCH,Adults,2,Sharon
06-Jan-19,09:30,Papago tours,CSH,Adults,5,Jason
06-Jan-19,09:30,SA Magic,EFT,Adults,16,James
06-Jan-19,10:15,Africa Tour Story,VCH,Adults,30,
06-Jan-19,10:15,Cape Tamna Travel,CSH,Adults,7,Boo
06-Jan-19,10:15,Freelance Guides,CSH,Adults,2,Leon
06-Jan-19,10:15,Freelance Guides,CSH,Adults,5,David
06-Jan-19,10:15,Freelance Guides,CSH,Adults,4,Leon
06-Jan-19,10:15,Springbok Atlas,VCH,Adults,2,
06-Jan-19,10:15,T Tours,CSH,Adults,2,Tonic
06-Jan-19,11:45,Cape Ryno Tours,CSH,Adults,2,Wasfiek
06-Jan-19,11:45,Morine Taxis,CSH,Adults,4,Desmond
06-Jan-19,11:45,SUDA CAPE,CSH,Adults,2,Suliman
06-Jan-19,15:00,WTA ,CSH,Adults,14,Wendy
07-Jan-19,08:45,Easy Africa Tours,VCH,Adults,24,Helena
07-Jan-19,08:45,ERM Tours (Pty) Ltd,VCH,Adults,2,Enrico
07-Jan-19,08:45,Ilios,CSH,Adults,3,Abdular
07-Jan-19,08:45,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,2,Claudio
07-Jan-19,08:45,ORDO Tours,PRPD,Adults,22,Avi
07-Jan-19,08:45,SA Magic,EFT,Adults,30,Rio
07-Jan-19,08:45,Tourvest Destination Management,CSH,Adults,3,Duncan
07-Jan-19,09:30,Africa Tour Story,VCH,Adults,20,
07-Jan-19,09:30,Day Trippers,CSH,Adults,13,Sele
07-Jan-19,09:30,Freelance Guides,CSH,Adults,2,Vlad
07-Jan-19,09:30,Oyster Collection,CSH,Adults,4,Lovemore
07-Jan-19,09:30,SA Magic,EFT,Adults,31,Betty
07-Jan-19,09:30,SA Magic,EFT,Adults,44,Shaun
07-Jan-19,09:30,SA Magic,EFT,Adults,12,James
07-Jan-19,10:15,African Pride Tours,VCH,Adults,4,Lynn
07-Jan-19,10:15,Gem Tours & Travel,CSH,Adults,8,Jeet
07-Jan-19,15:00,Easy travel,CSH,Adults,2,Peter pan
07-Jan-19,15:00,HOTSPOTS 2C,CSH,Adults,4,Cornelius
07-Jan-19,15:00,SA Magic,EFT,Adults,35,Josh
07-Jan-19,16:00,Getaway Station,CSH,Adults,8,Zahier
07-Jan-19,16:00,KABURA TRAVEL,CSH,Adults,10,Francis
08-Jan-19,09:30,Africa Gazago,CSH,Adults,19,Lee
08-Jan-19,09:30,African Pride Tours,VCH,Adults,2,Ella
08-Jan-19,09:30,Cape Style Tours,CSH,Adults,3,Chris
08-Jan-19,09:30,Gilbot Travel,CSH,Adults,2,Park
08-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,6,Salome
08-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,2,Pedro 
08-Jan-19,09:30,Point B,CSH,Adults,6,Viwe
08-Jan-19,10:15,Africa Incoming (Pty) Ltd,VCH,Adults,2,Ebrahim
08-Jan-19,10:15,Africa Tour Story,VCH,Adults,20,
08-Jan-19,10:15,Freelance Guides,CSH,Adults,2,Enrico
08-Jan-19,10:15,KABURA TRAVEL,CSH,Adults,3,Francis
08-Jan-19,10:15,SA Time,CSH,Adults,19,Yi
08-Jan-19,11:45,Freelance Guides,CSH,Adults,1,Peter
08-Jan-19,15:00,CITA,CSH,Adults,12,Tana
08-Jan-19,15:00,Jd Tours,CSH,Children,2,Justine
08-Jan-19,15:00,Jd Tours,CSH,Adults,2,Justine
08-Jan-19,15:00,SA Magic,EFT,Adults,14,Alex
08-Jan-19,15:00,WTA ,CSH,Adults,19,Jason
09-Jan-19,08:45,Easy Africa Tours,VCH,Adults,19,Nico
09-Jan-19,08:45,Ilios,CSH,Adults,2,
09-Jan-19,08:45,Jensen Safaris,VCH,Adults,30,
09-Jan-19,08:45,Thompsons Africa,CSH,Children,2,Faziel
09-Jan-19,08:45,Thompsons Africa,CSH,Adults,2,Faziel
09-Jan-19,09:30,Africa Tour Story,VCH,Adults,8,Sunny
09-Jan-19,09:30,Cape of Good Hope Tours,EFT,Adults,2,Magnus
09-Jan-19,09:30,CASUAL BOOKINGS,FOC,Children,2,
09-Jan-19,09:30,CASUAL BOOKINGS,FOC,Adults,2,
09-Jan-19,09:30,Highline Tours,CSH,Adults,12,Andries
09-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,4,Nathaniel
09-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,7,Maria
09-Jan-19,09:30,Miola Safaris (Pty) Ltd,EFT,Adults,23,Nicky
09-Jan-19,09:30,Private,CSH,Adults,4,
09-Jan-19,09:30,Unicab,CSH,Adults,2,Salman
09-Jan-19,09:30,Xenitu,CSH,Adults,4,Inna
09-Jan-19,10:15,Africa Incoming (Pty) Ltd,VCH,Adults,1,Wuzir
09-Jan-19,10:15,OSCAR TOURS,CSH,Adults,31,JOSEPH
09-Jan-19,10:15,OSCAR TOURS,CSH,Children,1,JOSEPH
09-Jan-19,11:45,Altimate Travel,CSH,Adults,3,Gavus
09-Jan-19,11:45,Comodor hotel,CSH,Adults,1,Anthany
09-Jan-19,11:45,Compass Travel,CSH,Adults,2,Fazlie
09-Jan-19,11:45,Compass Travel,CSH,Children,2,Fazlie
09-Jan-19,11:45,Thompsons Africa,CSH,Adults,3,Garth
09-Jan-19,11:45,Unicab,CSH,Adults,2,Adolphe
09-Jan-19,13:30,Ilios,CSH,Adults,2,Chris
09-Jan-19,13:30,KABURA TRAVEL,CSH,Adults,6,Francis
09-Jan-19,13:30,KABURA TRAVEL,CSH,Adults,6,Francis
09-Jan-19,15:00,CITA,CSH,Adults,16,Chloe
09-Jan-19,15:00,CITA,CSH,Children,1,Chloe
09-Jan-19,15:00,Private,CSH,Adults,1,
09-Jan-19,15:00,SA Magic,EFT,Adults,39,Cathrine
09-Jan-19,16:00,SA Magic,EFT,Adults,41,Sunny
09-Jan-19,16:00,SA Magic,EFT,Adults,39,Richard
10-Jan-19,08:45,Cape Style Tours,CSH,Adults,2,Chris
10-Jan-19,08:45,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,8,Claudio
10-Jan-19,08:45,SA Magic,EFT,Adults,38,Evan
10-Jan-19,08:45,SA Magic,EFT,Children,1,Evan
10-Jan-19,08:45,SA Magic,EFT,Adults,38,Wenjia
10-Jan-19,08:45,Springbok Atlas,CSH,Adults,2,Norman
10-Jan-19,09:30,African Eagle,CSH,Adults,6,Chris
10-Jan-19,09:30,African touch tours,CSH,Adults,3,John
10-Jan-19,09:30,HOTSPOTS 2C,CSH,Adults,3,Gerhard
10-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,9,Marcon
10-Jan-19,09:30,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,2,Paola
10-Jan-19,09:30,Jaret Tours,CSH,Adults,6,James
10-Jan-19,09:30,Mile By Mile Tours,CSH,Adults,4,James
10-Jan-19,09:30,Natasha Tours,CSH,Adults,2,Natasha
10-Jan-19,09:30,OSCAR TOURS,CSH,Adults,40,JOSEPH
10-Jan-19,09:30,OSCAR TOURS,CSH,Children,10,JOSEPH
10-Jan-19,09:30,SA Magic,EFT,Adults,19,Ying
10-Jan-19,10:15,Africa Tour Story,VCH,Adults,20,
10-Jan-19,10:15,Africa Tour Story,VCH,Adults,20,
10-Jan-19,10:15,Africa Tour Story,VCH,Adults,8,Sunny
10-Jan-19,10:15,Compass Travel,CSH,Adults,11,Fazlie
10-Jan-19,10:15,Private,CSH,Adults,8,
10-Jan-19,15:00,CITA,CSH,Adults,15,Eddy
10-Jan-19,15:00,K.K.K Travel,CSH,Adults,2,Percy
10-Jan-19,15:00,SA Magic,EFT,Adults,43,Sam
11-Jan-19,08:45,Iluka Tourism Inv. (Pty) Ltd,VCH,Adults,2,Claudio
11-Jan-19,08:45,Nauticat,CSH,Adults,7,
11-Jan-19,08:45,ORDO Tours,PRPD,Adults,15,Shireen
11-Jan-19,08:45,ORDO Tours,EFT,Adults,9,John
11-Jan-19,08:45,Private,CSH,Adults,4,
11-Jan-19,08:45,T.T.C,CSH,Adults,3,Jacques
11-Jan-19,09:30,Africa Tour Story,VCH,Adults,20,
11-Jan-19,09:30,African Eagle,CSH,Adults,9,Chris
11-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Children,1,Michael
11-Jan-19,09:30,Hylton Ross Exclusive Touring,CSH,Adults,6,Michael
11-Jan-19,09:30,Meljo,CSH,Adults,2,Joepie
11-Jan-19,09:30,Private,CSH,Adults,2,
11-Jan-19,09:30,Private,CSH,Adults,1,
11-Jan-19,09:30,Private,CSH,Adults,2,
11-Jan-19,09:30,Private,CSH,Adults,2,
11-Jan-19,09:30,TOURISM THAT CARES,VCH,Adults,23,Luis
11-Jan-19,09:30,TOURISM THAT CARES,VCH,Children,1,Luis
11-Jan-19,10:15,AC Tours,CSH,Adults,12,Kevin
11-Jan-19,10:15,Africa Tour Story,VCH,Adults,20,
11-Jan-19,10:15,CITA,CSH,Adults,15,Chloe
11-Jan-19,10:15,Garry Taxi ,CSH,Adults,2,Garry
11-Jan-19,10:15,Private,CSH,Adults,2,
11-Jan-19,10:15,Private,CSH,Adults,4,
11-Jan-19,11:45,Africa Incoming (Pty) Ltd,VCH,Adults,2,Ridiwaan
11-Jan-19,11:45,Springbok Atlas,VCH,Adults,10,Mongezi
11-Jan-19,11:45,Yellow Tours,CSH,Children,1,Victor
11-Jan-19,11:45,Yellow Tours,CSH,Adults,2,Victor
11-Jan-19,15:00,HOTSPOTS 2C,CSH,Adults,4,(Office) Tyla-Rae
11-Jan-19,15:00,LAL Language Centre,CSH,Children,13,Charles
11-Jan-19,15:00,LAL Language Centre,CSH,Adults,2,Charles
11-Jan-19,15:00,SA Magic,EFT,Adults,10,Alex
11-Jan-19,15:00,Travcare Holidays,VCH,Adults,4,Randall
12-Jan-19,08:45,Freelance Guides,CSH,Adults,33,Sharon
12-Jan-19,08:45,SA Time,CSH,Adults,18,Andy
12-Jan-19,08:45,SAFPOL SAFARIS (Pty) Ltd,PRPD,Adults,26,Karen
12-Jan-19,09:30,African Eagle,CSH,Adults,5,Chris
12-Jan-19,09:30,African Pride Tours,VCH,Children,6,Rafael
12-Jan-19,09:30,African Pride Tours,VCH,Adults,8,Rafael
12-Jan-19,09:30,Day Trippers,CSH,Adults,10,Sele
12-Jan-19,09:30,Private,CSH,Adults,2,
12-Jan-19,09:30,Private,CSH,Adults,4,
12-Jan-19,09:30,Private,CSH,Adults,2,
12-Jan-19,09:30,Quality Touring,VCH,Adults,1,Natalia
12-Jan-19,09:30,Travcare Holidays,VCH,Adults,4,Randall
12-Jan-19,10:15,CITA,CSH,Adults,8,Leo
12-Jan-19,10:15,Private,CSH,Adults,6,
12-Jan-19,10:15,SA Time,CSH,Adults,16,Boli
12-Jan-19,10:15,U2 Africa Travel,CSH,Adults,9,Leonard
12-Jan-19,10:15,U2 Africa Travel,CSH,Adults,11,Noland
12-Jan-19,11:30,Gem Tours & Travel,CSH,Adults,22,Narif
12-Jan-19,11:30,Gem Tours & Travel,CSH,Children,2,Narif
12-Jan-19,11:30,Private,CSH,Adults,8,
12-Jan-19,11:30,Private,CSH,Children,2,
12-Jan-19,11:30,Private,CSH,Adults,2,
12-Jan-19,11:30,Tourvest Destination Management,VCH,Adults,45,DAWID
12-Jan-19,13:30,CITA,CSH,Adults,15,Wei
12-Jan-19,13:30,Compass Travel,CSH,Adults,7,Fazlie
12-Jan-19,13:30,Private,CSH,Adults,7,
12-Jan-19,13:30,SA Magic,EFT,Adults,19,Kathy
12-Jan-19,13:30,V2 Travels (Pty) Ltd,EFT,Adults,4,Agmat
12-Jan-19,15:00,Cassiem Taxi,CSH,Adults,2,Cassiem
12-Jan-19,15:00,CITA,CSH,Adults,13,Kevin
12-Jan-19,15:00,Private,CSH,Adults,4,
12-Jan-19,15:00,Unicab,CSH,Adults,3,Jamiel
13-Jan-19,08:45,HOTSPOTS 2C,PRPD,Students,9,JP
13-Jan-19,08:45,Nauticat,CSH,Adults,7,
13-Jan-19,09:30,Africa Incoming (Pty) Ltd,VCH,Adults,2,Yasien
13-Jan-19,09:30,Africa Tour Story,VCH,Adults,26,Mr
13-Jan-19,09:30,Brian Tours,CSH,Adults,2,Brian
13-Jan-19,09:30,CASUAL BOOKINGS,CSH,Adults,2,
13-Jan-19,09:30,Day Trippers,CSH,Adults,2,Pedro
